m/z	retention time	p-value	statistic
289.2769	12.805055	2.0	1000.0
535.38477	13.7719755	2.0	1000.0
290.2455	12.585966	2.0	1000.0
366.28964	13.397958	2.0	1000.0
346.29916	11.847037	2.0	1000.0
290.23746	10.389014	2.0	1000.0
96.96216	1.0419976	2.0	1000.0
192.15073	9.083007	2.0	1000.0
354.28195	13.257947	2.0	1000.0
321.2103	14.098042	2.0	1000.0
544.5326	14.860942	2.0	1000.0
474.31674	11.881965	2.0	1000.0
394.2512	14.829071	2.0	1000.0
390.36163	13.159062	2.0	1000.0
362.33246	12.979003	2.0	1000.0
634.4864	14.964945	2.0	1000.0
664.5227	14.087924	2.0	1000.0
306.303	12.834969	2.0	1000.0
542.34924	10.871053	2.0	1000.0
514.38525	15.3428955	2.0	1000.0
783.5691	15.639063	2.0	1000.0
853.5758	13.338975	2.0	1000.0
736.47754	13.557023	2.0	1000.0
362.24344	14.324088	2.0	1000.0
677.391	12.685049	2.0	1000.0
147.08846	0.9179993	2.0	1000.0
706.16077	16.380949	2.0	1000.0
466.14648	8.686024	2.0	1000.0
341.2567	9.298994	2.0	1000.0
254.15164	9.452973	2.0	1000.0
620.3685	9.2410145	2.0	1000.0
398.1717	13.25394	2.0	1000.0
382.21164	12.252959	2.0	1000.0
623.3351	7.8779764	2.0	1000.0
528.37506	13.369032	2.0	1000.0
1058.7268	14.925907	2.0	1000.0
631.43274	12.92906	2.0	1000.0
341.2921	13.683072	2.0	1000.0
466.30792	14.389055	2.0	1000.0
968.56165	14.923931	2.0	1000.0
741.2297	14.229982	2.0	1000.0
380.30075	8.766059	2.0	1000.0
364.11017	12.4599695	2.0	1000.0
424.16782	13.351047	2.0	1000.0
54.01059	7.4479985	2.0	1000.0
367.98898	1.0440046	2.0	1000.0
630.4418	15.054079	2.0	1000.0
456.27985	15.107936	2.0	1000.0
766.50305	12.6469755	2.0	1000.0
289.27496	11.231966	2.0	1000.0
389.36545	13.2719755	0.03	2.1775608803004722
876.5777	15.0639715	2.0	1000.0
165.13664	4.4179893	2.0	1000.0
145.05266	4.7619824	2.0	1000.0
377.34998	14.132939	2.0	1000.0
574.4573	15.100068	2.0	1000.0
236.1889	7.1930494	2.0	1000.0
371.2903	8.051014	2.0	1000.0
290.03046	6.398983	2.0	1000.0
450.3692	16.28309	2.0	1000.0
275.26138	12.501963	2.0	1000.0
604.4168	13.641079	0.03	2.1775608803004722
532.3778	14.923931	2.0	1000.0
338.15076	13.238913	2.0	1000.0
583.4663	14.397958	2.0	1000.0
1158.782	15.284079	0.03	2.1775608803004722
632.442	15.915031	2.0	1000.0
373.2806	13.640032	2.0	1000.0
466.19794	15.033083	2.0	1000.0
615.50616	13.434053	2.0	1000.0
138.10599	8.101028	2.0	1000.0
84.02578	0.8280024	2.0	1000.0
632.4973	14.096064	2.0	1000.0
574.3859	15.028928	2.0	1000.0
490.36487	14.425911	2.0	1000.0
509.26776	8.577958	2.0	1000.0
613.47784	13.746061	2.0	1000.0
1152.6781	14.0499325	2.0	1000.0
558.3867	12.345063	2.0	1000.0
350.20624	13.611948	2.0	1000.0
701.38214	12.662072	2.0	1000.0
265.239	8.603024	2.0	1000.0
448.14093	14.925907	2.0	1000.0
808.4009	11.023959	2.0	1000.0
261.24564	11.782067	2.0	1000.0
240.17236	10.486986	2.0	1000.0
364.22153	13.284063	2.0	1000.0
198.16208	10.789029	2.0	1000.0
588.4327	14.903929	2.0	1000.0
221.17754	7.8799434	2.0	1000.0
596.38586	11.8999405	2.0	1000.0
343.2237	6.470965	2.0	1000.0
236.19061	12.513041	2.0	1000.0
560.4048	14.655891	2.0	1000.0
709.2403	14.982936	2.0	1000.0
552.3012	14.7529545	2.0	1000.0
449.4238	13.133926	2.0	1000.0
488.29236	14.224088	2.0	1000.0
645.466	11.516072	2.0	1000.0
1088.7406	14.208007	2.0	1000.0
368.15454	9.318025	2.0	1000.0
623.3871	16.35202	2.0	1000.0
226.15794	9.639003	2.0	1000.0
709.24084	14.916015	2.0	1000.0
525.42957	13.2050495	2.0	1000.0
219.0639	7.319031	2.0	1000.0
306.2314	8.5339985	2.0	1000.0
602.4365	15.3569565	2.0	1000.0
559.87335	13.746061	2.0	1000.0
283.2882	11.236976	2.0	1000.0
352.20343	13.625	0.03	2.1775608803004722
285.2294	10.52396	2.0	1000.0
583.4689	14.78308	2.0	1000.0
157.1105	4.125	2.0	1000.0
657.50165	14.258917	2.0	1000.0
428.21353	10.832023	2.0	1000.0
274.2044	9.726036	2.0	1000.0
495.4131	14.818946	2.0	1000.0
403.34546	12.797966	2.0	1000.0
338.25085	9.270017	2.0	1000.0
533.18115	11.819955	2.0	1000.0
467.3835	13.4760475	2.0	1000.0
348.31366	11.953005	2.0	1000.0
528.39453	12.441931	2.0	1000.0
184.08397	0.834006	2.0	1000.0
587.4017	5.5879745	2.0	1000.0
606.3058	7.9860296	2.0	1000.0
884.5677	12.456045	2.0	1000.0
295.1419	3.7280195	2.0	1000.0
832.5525	15.574098	2.0	1000.0
309.30188	12.652954	2.0	1000.0
124.03403	3.4799874	2.0	1000.0
568.3605	9.125	2.0	1000.0
634.37744	15.018043	2.0	1000.0
494.33823	15.169947	2.0	1000.0
342.21692	12.526972	2.0	1000.0
274.10355	3.7449956	2.0	1000.0
410.20554	14.397958	2.0	1000.0
438.3299	16.518017	2.0	1000.0
245.1193	8.4489975	2.0	1000.0
596.8922	13.292976	2.0	1000.0
448.352	15.579073	2.0	1000.0
337.2887	11.937011	2.0	1000.0
309.2076	7.936023	2.0	1000.0
176.09286	0.82900286	2.0	1000.0
655.52203	15.83792	2.0	1000.0
627.39343	13.832025	2.0	1000.0
267.2547	9.482951	2.0	1000.0
460.28494	12.998037	2.0	1000.0
329.9952	10.397961	2.0	1000.0
565.36035	13.7280245	2.0	1000.0
506.35754	13.858921	2.0	1000.0
308.28262	10.870073	2.0	1000.0
317.2693	8.562989	0.03	2.1775608803004722
576.47644	15.580054	2.0	1000.0
275.22168	9.433057	2.0	1000.0
1192.6296	13.615095	2.0	1000.0
555.4338	13.505967	2.0	1000.0
630.4266	11.036002	2.0	1000.0
144.11528	6.083988	2.0	1000.0
734.5148	14.327047	2.0	1000.0
825.8819	0.91500247	2.0	1000.0
442.27048	14.150912	2.0	1000.0
302.23553	10.068013	2.0	1000.0
1016.7185	14.407096	2.0	1000.0
364.30664	10.3870325	2.0	1000.0
667.23065	15.216916	2.0	1000.0
411.30112	13.048946	2.0	1000.0
490.363	14.084969	2.0	1000.0
372.24866	11.047005	2.0	1000.0
362.32922	12.744026	2.0	1000.0
497.4602	13.65394	2.0	1000.0
238.1956	9.7690325	2.0	1000.0
346.26154	11.20997	2.0	1000.0
382.20682	12.824073	2.0	1000.0
512.35126	13.354982	2.0	1000.0
729.26263	13.65394	2.0	1000.0
444.27246	14.095082	0.03	2.1775608803004722
583.35095	13.065948	2.0	1000.0
130.06471	6.7240505	2.0	1000.0
924.5055	10.858931	2.0	1000.0
564.15106	10.167978	2.0	1000.0
371.27893	13.706045	2.0	1000.0
499.2502	8.555983	2.0	1000.0
731.5394	13.299939	2.0	1000.0
223.08409	3.635008	2.0	1000.0
397.3579	12.977041	2.0	1000.0
514.3603	14.651955	2.0	1000.0
547.8274	10.841964	2.0	1000.0
713.272	14.529914	2.0	1000.0
700.4852	6.1340184	2.0	1000.0
852.57855	12.922964	2.0	1000.0
356.24576	9.641064	2.0	1000.0
726.42334	16.0	2.0	1000.0
417.35928	12.757953	2.0	1000.0
430.30893	12.288054	2.0	1000.0
375.31088	13.674936	2.0	1000.0
206.05388	7.1689615	2.0	1000.0
130.06274	7.189958	2.0	1000.0
415.9946	0.8479985	2.0	1000.0
525.49005	13.837924	0.03	2.1775608803004722
589.4176	13.467913	2.0	1000.0
172.14632	9.392048	2.0	1000.0
442.23795	9.914026	2.0	1000.0
374.25394	8.887982	2.0	1000.0
330.26883	11.0730715	2.0	1000.0
370.15555	15.022957	2.0	1000.0
269.2357	8.270997	2.0	1000.0
627.3775	13.041993	2.0	1000.0
362.29355	11.970058	2.0	1000.0
414.2007	12.208007	2.0	1000.0
519.3258	7.2939615	2.0	1000.0
982.09595	0.8380043	2.0	1000.0
267.21683	7.7660527	2.0	1000.0
692.4685	13.372043	2.0	1000.0
534.3895	14.206046	2.0	1000.0
736.49445	13.324079	2.0	1000.0
463.2784	7.850041	2.0	1000.0
446.28372	8.315965	2.0	1000.0
343.22513	8.90401	2.0	1000.0
727.24786	14.751962	2.0	1000.0
303.20383	5.701983	2.0	1000.0
392.34064	12.154939	2.0	1000.0
292.251	9.775928	2.0	1000.0
504.3267	9.018026	2.0	1000.0
421.38754	12.911021	2.0	1000.0
498.3069	12.857941	2.0	1000.0
1062.5619	9.071	2.0	1000.0
370.15536	15.835961	2.0	1000.0
321.08435	7.3149576	2.0	1000.0
589.3241	8.511994	2.0	1000.0
723.50104	15.957026	2.0	1000.0
342.21542	13.857938	2.0	1000.0
469.1587	3.7259822	2.0	1000.0
1159.7	14.246062	2.0	1000.0
153.017	0.8380043	2.0	1000.0
572.43805	16.070927	2.0	1000.0
590.45435	14.750978	2.0	1000.0
248.03644	6.9870434	2.0	1000.0
398.21103	14.033074	2.0	1000.0
1153.7854	16.174917	2.0	1000.0
314.12204	7.25	2.0	1000.0
600.1996	11.944954	2.0	1000.0
562.3603	13.778939	2.0	1000.0
510.33148	14.095082	2.0	1000.0
297.26706	10.323058	2.0	1000.0
455.4118	13.39304	2.0	1000.0
690.38916	14.459968	2.0	1000.0
500.331	14.653931	2.0	1000.0
357.19452	13.0219755	2.0	1000.0
532.31494	9.779977	2.0	1000.0
736.4744	14.327047	2.0	1000.0
341.2924	13.076054	2.0	1000.0
380.25458	11.087934	2.0	1000.0
625.9128	13.667975	2.0	1000.0
364.30826	10.930035	2.0	1000.0
252.09491	6.9479985	2.0	1000.0
362.33002	12.458985	2.0	1000.0
463.43863	13.272959	2.0	1000.0
152.0839	5.138991	2.0	1000.0
898.5652	13.879917	2.0	1000.0
410.24692	13.442977	2.0	1000.0
680.38245	16.361948	2.0	1000.0
99.03666	8.626966	2.0	1000.0
360.32413	15.391083	2.0	1000.0
458.40375	12.737935	2.0	1000.0
590.3582	12.765024	2.0	1000.0
343.26163	11.111978	2.0	1000.0
648.4214	14.3720455	0.03	2.1775608803004722
678.41174	15.545927	2.0	1000.0
584.27045	8.073007	2.0	1000.0
318.3032	12.865087	2.0	1000.0
575.3754	15.589941	2.0	1000.0
408.2054	6.0849767	2.0	1000.0
632.4957	14.32507	2.0	1000.0
136.12491	6.0149703	2.0	1000.0
678.4833	15.182035	2.0	1000.0
164.083	7.467028	2.0	1000.0
216.13596	6.1989794	2.0	1000.0
534.3748	16.086939	2.0	1000.0
410.33115	12.758931	2.0	1000.0
1056.583	10.9869795	2.0	1000.0
372.2842	13.3989525	2.0	1000.0
324.05182	8.54396	2.0	1000.0
558.38696	14.567969	2.0	1000.0
303.16986	7.9319487	2.0	1000.0
240.08658	0.8259961	2.0	1000.0
556.37714	14.920929	2.0	1000.0
359.3023	13.629918	2.0	1000.0
313.22495	7.96295	2.0	1000.0
616.46686	15.026952	2.0	1000.0
645.4482	13.64304	2.0	1000.0
235.12187	0.9209964	2.0	1000.0
630.44617	14.930073	2.0	1000.0
942.5857	13.854003	2.0	1000.0
505.23514	10.022962	2.0	1000.0
331.32397	11.8480215	2.0	1000.0
341.295	13.352042	2.0	1000.0
421.37634	15.375978	2.0	1000.0
734.5486	12.583985	2.0	1000.0
435.31128	9.622032	2.0	1000.0
557.46545	13.318957	2.0	1000.0
1038.5652	14.925907	2.0	1000.0
750.4739	13.313972	2.0	1000.0
710.3966	13.525914	2.0	1000.0
1088.7422	14.101048	2.0	1000.0
454.16052	11.4209385	2.0	1000.0
435.40665	12.988915	2.0	1000.0
359.25833	9.764005	2.0	1000.0
416.28833	14.038058	2.0	1000.0
726.4222	15.898958	2.0	1000.0
466.3726	12.921986	2.0	1000.0
575.40344	12.860958	2.0	1000.0
912.57855	14.231958	2.0	1000.0
512.34607	14.770997	2.0	1000.0
463.29416	11.4780245	2.0	1000.0
1083.7483	13.346058	0.03	2.1775608803004722
313.25003	7.8920407	0.03	2.1775608803004722
289.27646	12.601046	2.0	1000.0
182.1782	5.1770015	2.0	1000.0
318.15915	5.0720162	2.0	1000.0
664.437	14.897957	2.0	1000.0
182.13062	8.855968	2.0	1000.0
145.07211	0.8609946	2.0	1000.0
352.2026	13.58005	2.0	1000.0
480.15518	12.013035	2.0	1000.0
192.11398	7.3730316	2.0	1000.0
606.1487	0.85299736	2.0	1000.0
590.4557	16.074102	2.0	1000.0
499.2779	7.2390122	2.0	1000.0
295.2862	10.429027	2.0	1000.0
618.4375	13.199077	2.0	1000.0
488.34824	14.658079	2.0	1000.0
108.05858	5.0459876	2.0	1000.0
213.09106	9.362987	2.0	1000.0
291.2563	10.952994	2.0	1000.0
341.1834	6.565976	2.0	1000.0
440.30942	14.565944	2.0	1000.0
651.40875	14.734961	2.0	1000.0
364.2721	8.934039	2.0	1000.0
307.2501	12.891077	2.0	1000.0
514.38025	14.911037	2.0	1000.0
966.6825	14.4360285	2.0	1000.0
824.5259	14.280894	2.0	1000.0
500.3481	12.805055	2.0	1000.0
410.23892	12.686028	2.0	1000.0
638.39496	13.549936	2.0	1000.0
275.26114	12.145018	2.0	1000.0
406.19815	9.492	2.0	1000.0
401.2557	12.887067	2.0	1000.0
583.46533	14.057027	2.0	1000.0
884.54364	13.480965	2.0	1000.0
718.33826	16.755947	2.0	1000.0
576.4005	12.842919	2.0	1000.0
464.29166	14.378938	2.0	1000.0
325.1887	5.6709785	2.0	1000.0
478.36176	13.837924	2.0	1000.0
756.5357	15.325078	2.0	1000.0
536.354	14.911037	2.0	1000.0
518.3953	16.00196	2.0	1000.0
985.7632	16.83792	2.0	1000.0
118.05356	2.8170085	2.0	1000.0
546.35376	14.316926	2.0	1000.0
391.28476	14.481958	2.0	1000.0
644.3967	10.825029	2.0	1000.0
419.27188	9.305995	2.0	1000.0
365.3652	12.812989	2.0	1000.0
622.3516	9.208985	2.0	1000.0
945.0043	6.006028	2.0	1000.0
738.4491	13.226047	2.0	1000.0
544.302	13.517061	2.0	1000.0
529.26013	10.926931	2.0	1000.0
280.05368	7.3129897	2.0	1000.0
327.3132	11.916015	2.0	1000.0
361.2086	10.071964	2.0	1000.0
153.11655	6.82795	2.0	1000.0
316.2492	10.25	2.0	1000.0
373.29504	14.166993	2.0	1000.0
375.07736	6.0170255	2.0	1000.0
387.3106	12.894035	2.0	1000.0
456.26938	9.562989	2.0	1000.0
486.26135	13.216933	2.0	1000.0
264.1839	6.0139804	2.0	1000.0
518.3376	15.034077	2.0	1000.0
368.16678	11.9780245	2.0	1000.0
674.25397	14.944927	2.0	1000.0
399.3523	13.015026	2.0	1000.0
775.5606	13.159062	2.0	1000.0
531.3769	12.882951	2.0	1000.0
421.37585	14.219105	2.0	1000.0
863.6166	13.204067	2.0	1000.0
815.4875	8.419968	2.0	1000.0
129.04239	0.8720028	2.0	1000.0
400.26062	13.803087	2.0	1000.0
688.36237	9.920944	2.0	1000.0
399.35165	12.674946	2.0	1000.0
1062.593	14.129916	2.0	1000.0
325.204	5.67602	2.0	1000.0
376.3187	14.232937	2.0	1000.0
154.0992	6.3239794	2.0	1000.0
1097.7643	13.745083	0.03	2.1775608803004722
586.3145	8.259995	2.0	1000.0
364.3078	11.480966	0.03	2.1775608803004722
727.2435	13.48891	2.0	1000.0
680.4935	14.096064	2.0	1000.0
289.27643	12.798949	2.0	1000.0
382.11902	11.582023	2.0	1000.0
314.18707	12.395997	2.0	1000.0
928.47565	14.389055	2.0	1000.0
477.2007	7.710984	2.0	1000.0
453.4173	12.778949	0.03	2.1775608803004722
1142.7029	14.633913	2.0	1000.0
417.3036	9.816941	2.0	1000.0
458.3009	14.340928	2.0	1000.0
438.20193	13.148953	2.0	1000.0
200.15938	8.642045	2.0	1000.0
157.11069	4.125	2.0	1000.0
318.27737	13.804068	2.0	1000.0
152.0854	5.0160193	2.0	1000.0
722.4581	13.710963	2.0	1000.0
227.22392	13.308071	2.0	1000.0
370.24872	14.348043	2.0	1000.0
814.5523	15.654907	2.0	1000.0
713.2725	14.303091	2.0	1000.0
272.0851	9.299997	2.0	1000.0
688.5163	13.060049	2.0	1000.0
464.1815	11.919953	2.0	1000.0
221.09735	1.0199963	2.0	1000.0
491.4334	13.175923	0.03	2.1775608803004722
534.32904	14.767064	2.0	1000.0
421.38266	12.796987	2.0	1000.0
376.3458	12.997043	2.0	1000.0
797.50323	13.849087	2.0	1000.0
893.3402	10.065956	2.0	1000.0
1051.7583	14.889058	2.0	1000.0
1028.6764	13.220074	2.0	1000.0
419.326	10.839984	2.0	1000.0
352.30484	10.525925	2.0	1000.0
564.3474	12.698092	2.0	1000.0
1010.6693	14.381942	2.0	1000.0
570.21387	9.777989	2.0	1000.0
219.12762	8.778007	2.0	1000.0
448.2797	12.912073	2.0	1000.0
705.3601	14.005962	2.0	1000.0
681.16626	10.1440325	2.0	1000.0
518.34155	11.582023	2.0	1000.0
218.16708	7.9860296	2.0	1000.0
190.09875	5.805985	2.0	1000.0
126.10483	6.493966	2.0	1000.0
683.09143	11.292977	2.0	1000.0
581.48334	15.369046	2.0	1000.0
584.4033	14.940944	2.0	1000.0
261.1364	8.541015	2.0	1000.0
328.2514	11.042977	2.0	1000.0
330.21484	14.172954	0.03	2.1775608803004722
138.10419	6.732968	2.0	1000.0
750.50934	14.2280245	2.0	1000.0
672.41626	13.610951	2.0	1000.0
527.50995	12.730966	2.0	1000.0
712.5084	15.58896	2.0	1000.0
481.72083	5.54499	2.0	1000.0
375.29788	6.7160115	2.0	1000.0
485.4942	13.870083	2.0	1000.0
343.1904	10.274946	2.0	1000.0
583.53	13.866079	2.0	1000.0
295.15253	6.914011	2.0	1000.0
456.32315	14.951069	2.0	1000.0
594.4262	14.996064	2.0	1000.0
506.35767	13.856959	2.0	1000.0
331.27225	13.627956	2.0	1000.0
371.24496	12.35998	2.0	1000.0
449.42218	13.127957	2.0	1000.0
420.34464	14.172954	2.0	1000.0
602.4282	14.584968	2.0	1000.0
747.53375	12.176914	2.0	1000.0
687.41394	13.829069	2.0	1000.0
414.2036	11.898956	2.0	1000.0
260.218	13.127957	2.0	1000.0
387.38412	13.264046	2.0	1000.0
325.2017	11.033039	2.0	1000.0
182.13022	8.239	2.0	1000.0
414.29584	13.3530245	2.0	1000.0
293.16766	7.4529448	2.0	1000.0
482.32245	14.7529545	2.0	1000.0
411.31137	8.32498	2.0	1000.0
572.2972	10.881976	2.0	1000.0
287.10547	10.202985	2.0	1000.0
649.1303	9.648964	2.0	1000.0
245.11948	8.448017	2.0	1000.0
499.37173	11.044956	2.0	1000.0
352.2052	13.279926	2.0	1000.0
613.4733	13.305059	0.03	2.1775608803004722
300.20636	13.924934	2.0	1000.0
780.5206	12.94396	2.0	1000.0
257.23477	8.39897	2.0	1000.0
525.2866	11.9019785	2.0	1000.0
298.24887	13.6889715	2.0	1000.0
418.39233	13.358922	2.0	1000.0
356.1165	11.141071	2.0	1000.0
299.2466	13.25695	2.0	1000.0
808.5506	14.664038	2.0	1000.0
418.3628	13.002957	2.0	1000.0
742.81116	1.1149956	2.0	1000.0
336.1561	11.87204	2.0	1000.0
410.24435	13.084969	2.0	1000.0
357.28177	11.159041	2.0	1000.0
1030.6573	12.921986	2.0	1000.0
761.54926	12.541015	2.0	1000.0
421.39172	13.067981	2.0	1000.0
282.25528	13.874021	2.0	1000.0
275.26105	12.284054	2.0	1000.0
128.0846	5.7380214	2.0	1000.0
446.27884	8.193046	2.0	1000.0
560.4054	14.393042	2.0	1000.0
263.13083	11.451037	2.0	1000.0
403.1201	7.3000336	2.0	1000.0
328.17816	5.7119813	2.0	1000.0
541.41724	13.520997	2.0	1000.0
382.30606	15.291993	2.0	1000.0
699.5463	14.787078	2.0	1000.0
974.65936	16.428083	2.0	1000.0
550.38745	13.344096	2.0	1000.0
604.3168	13.846062	2.0	1000.0
369.2862	10.812989	2.0	1000.0
312.22855	9.163044	2.0	1000.0
243.25533	9.952002	2.0	1000.0
421.37677	15.40908	2.0	1000.0
740.45264	12.624021	2.0	1000.0
612.4362	14.985941	2.0	1000.0
583.46643	14.368058	2.0	1000.0
461.3043	11.151987	2.0	1000.0
654.3739	13.557023	2.0	1000.0
457.1497	7.334974	2.0	1000.0
481.31638	12.545935	2.0	1000.0
226.1922	8.045955	2.0	1000.0
608.13684	0.85500395	2.0	1000.0
568.39764	16.080053	2.0	1000.0
453.22614	9.5190325	2.0	1000.0
645.4287	10.409031	2.0	1000.0
320.3192	12.770018	2.0	1000.0
736.49426	13.319941	2.0	1000.0
367.29367	10.992024	2.0	1000.0
264.25482	11.08497	2.0	1000.0
326.24673	12.096044	2.0	1000.0
589.5415	12.725062	2.0	1000.0
425.41806	13.446917	2.0	1000.0
112.091	4.982988	2.0	1000.0
280.2401	14.714947	2.0	1000.0
164.0475	1.2570009	2.0	1000.0
455.41168	13.39304	2.0	1000.0
555.4359	13.277948	2.0	1000.0
240.09743	8.5500145	2.0	1000.0
711.8908	13.495082	2.0	1000.0
542.3937	14.387081	2.0	1000.0
539.1625	9.400929	2.0	1000.0
517.1887	10.191939	2.0	1000.0
304.23773	14.119038	2.0	1000.0
791.5648	12.914035	2.0	1000.0
557.1495	10.068993	2.0	1000.0
367.26843	7.2089877	2.0	1000.0
289.27643	13.076054	2.0	1000.0
391.28525	13.7830715	2.0	1000.0
463.43817	13.20006	2.0	1000.0
423.44315	13.26804	2.0	1000.0
387.27115	12.484979	2.0	1000.0
465.3146	13.454068	2.0	1000.0
304.25143	10.376965	2.0	1000.0
512.34705	14.3809595	2.0	1000.0
676.27026	14.401957	2.0	1000.0
558.3895	14.416993	2.0	1000.0
210.17287	6.1589937	2.0	1000.0
431.30264	9.777989	2.0	1000.0
702.2668	12.374021	2.0	1000.0
387.27194	13.111952	2.0	1000.0
512.2596	7.9519653	2.0	1000.0
338.2494	9.133008	2.0	1000.0
452.16086	11.325037	2.0	1000.0
341.2942	13.854003	2.0	1000.0
439.3288	8.0569515	2.0	1000.0
347.31848	13.095072	2.0	1000.0
374.32953	13.349086	2.0	1000.0
500.25443	13.0	2.0	1000.0
317.30765	12.829066	2.0	1000.0
470.32523	14.645018	2.0	1000.0
269.10843	3.146982	2.0	1000.0
366.30118	13.395018	2.0	1000.0
576.4736	15.896007	2.0	1000.0
845.90045	0.92300266	2.0	1000.0
514.3643	14.219105	2.0	1000.0
277.24265	10.435046	2.0	1000.0
435.40765	13.057019	2.0	1000.0
334.2986	12.757953	2.0	1000.0
319.25055	10.108933	0.03	2.1775608803004722
618.25	12.020997	2.0	1000.0
157.91463	0.79699767	2.0	1000.0
640.0902	0.8349982	2.0	1000.0
734.46484	14.584968	2.0	1000.0
553.3462	9.542979	2.0	1000.0
566.236	10.812989	2.0	1000.0
560.40735	15.028928	2.0	1000.0
204.11884	0.9500048	2.0	1000.0
412.31586	14.634895	2.0	1000.0
710.3957	13.804068	2.0	1000.0
822.53314	14.076063	2.0	1000.0
730.51794	12.519034	2.0	1000.0
264.21976	8.554996	2.0	1000.0
421.38968	12.681037	2.0	1000.0
241.14243	6.948979	2.0	1000.0
562.3676	11.874021	2.0	1000.0
444.3184	15.092898	2.0	1000.0
468.3212	14.920929	2.0	1000.0
313.22574	8.188976	2.0	1000.0
408.32117	14.647958	2.0	1000.0
384.24426	9.586954	2.0	1000.0
520.4122	16.051876	2.0	1000.0
469.4283	13.520018	0.03	2.1775608803004722
748.4071	10.875	2.0	1000.0
790.4138	14.102042	2.0	1000.0
422.33713	15.053098	2.0	1000.0
359.35446	13.042976	2.0	1000.0
894.43677	13.960963	2.0	1000.0
111.02493	4.9060054	2.0	1000.0
614.27014	7.1709614	2.0	1000.0
191.1677	7.082019	2.0	1000.0
640.38525	13.584969	2.0	1000.0
156.00311	0.85999393	2.0	1000.0
382.17093	13.709969	2.0	1000.0
506.26526	13.8110285	2.0	1000.0
585.44543	13.160041	2.0	1000.0
709.2411	15.469115	2.0	1000.0
613.4759	14.165031	2.0	1000.0
501.4549	13.7830715	2.0	1000.0
505.44876	13.273953	2.0	1000.0
294.23123	8.564956	2.0	1000.0
374.24362	13.623038	2.0	1000.0
481.44815	13.016077	0.03	2.1775608803004722
184.12206	0.92999464	2.0	1000.0
604.281	13.066929	2.0	1000.0
385.33398	15.080053	2.0	1000.0
318.26788	11.606965	2.0	1000.0
310.19247	12.976047	0.03	2.1775608803004722
238.08325	6.1989794	2.0	1000.0
247.22897	11.4540615	2.0	1000.0
673.32385	10.262031	2.0	1000.0
603.9	13.689951	2.0	1000.0
484.26782	6.9109564	2.0	1000.0
1075.7333	14.139052	2.0	1000.0
319.24872	13.185049	2.0	1000.0
525.42377	14.1889715	2.0	1000.0
562.41907	14.387081	2.0	1000.0
347.31693	11.956044	2.0	1000.0
438.2427	14.077045	2.0	1000.0
335.31488	13.707025	2.0	1000.0
382.3056	15.077052	2.0	1000.0
717.5238	12.495079	0.03	2.1775608803004722
324.26697	13.541015	2.0	1000.0
371.2925	11.411007	2.0	1000.0
326.08435	6.183032	2.0	1000.0
266.0353	4.0279856	2.0	1000.0
371.21182	13.472054	2.0	1000.0
520.2307	10.911001	2.0	1000.0
525.4897	13.816928	0.03	2.1775608803004722
465.40256	15.3219	2.0	1000.0
633.9097	12.799944	2.0	1000.0
753.4798	13.748038	2.0	1000.0
362.3307	12.647959	2.0	1000.0
476.34714	14.580052	2.0	1000.0
436.32135	14.657098	2.0	1000.0
798.328	10.955044	2.0	1000.0
359.26117	8.688976	2.0	1000.0
378.2604	14.17093	2.0	1000.0
785.52985	14.407096	2.0	1000.0
587.3288	8.251967	2.0	1000.0
235.19292	8.571012	2.0	1000.0
413.29224	8.596989	2.0	1000.0
372.18756	12.698092	2.0	1000.0
314.1852	12.36804	2.0	1000.0
419.3184	10.838999	0.03	2.1775608803004722
309.19598	7.2009783	2.0	1000.0
326.24597	12.200048	2.0	1000.0
848.60175	13.329067	2.0	1000.0
184.14616	8.850046	2.0	1000.0
357.27838	11.063973	0.03	2.1775608803004722
503.2684	12.8530245	2.0	1000.0
540.3286	13.079067	2.0	1000.0
250.11844	10.436026	2.0	1000.0
838.56244	13.564951	2.0	1000.0
553.455	15.347068	2.0	1000.0
1014.6663	14.071911	2.0	1000.0
494.33734	15.103025	2.0	1000.0
324.2393	7.8259745	2.0	1000.0
566.29095	7.936023	2.0	1000.0
331.27237	13.58005	2.0	1000.0
476.3494	14.3720455	2.0	1000.0
673.45654	14.124021	2.0	1000.0
323.15967	13.203016	2.0	1000.0
304.16214	13.624021	2.0	1000.0
365.2645	8.957021	2.0	1000.0
264.25513	11.283042	2.0	1000.0
684.3719	7.3630247	2.0	1000.0
283.28992	10.651992	2.0	1000.0
364.2724	8.799003	2.0	1000.0
300.2065	13.895997	2.0	1000.0
964.6684	14.705052	2.0	1000.0
534.3897	14.094104	2.0	1000.0
359.30307	13.583985	2.0	1000.0
311.03546	6.419981	2.0	1000.0
577.2893	12.790031	2.0	1000.0
687.5114	13.334969	2.0	1000.0
868.43665	12.913056	2.0	1000.0
479.21042	6.701971	2.0	1000.0
568.2932	8.077948	2.0	1000.0
356.11542	11.110976	2.0	1000.0
898.5207	14.464949	2.0	1000.0
280.2405	11.811027	2.0	1000.0
528.36145	14.9058895	2.0	1000.0
397.31406	11.504925	2.0	1000.0
664.4371	12.123037	2.0	1000.0
538.06995	14.920929	2.0	1000.0
360.2411	8.691947	2.0	1000.0
458.2803	9.384968	2.0	1000.0
357.36108	11.982943	0.03	2.1775608803004722
166.0617	4.6800084	2.0	1000.0
431.33838	6.860039	2.0	1000.0
536.42053	14.819928	2.0	1000.0
