m/z	retention time	p-value	statistic
434.15936	8.336961	2.0	1000.0
473.34198	14.091926	2.0	1000.0
200.0985	4.3649917	2.0	1000.0
644.1142	0.8359987	2.0	1000.0
540.7716	4.4730015	2.0	1000.0
309.30276	15.229003	2.0	1000.0
553.45447	15.375	2.0	1000.0
480.345	15.215921	2.0	1000.0
627.37683	13.042976	2.0	1000.0
294.1442	11.679045	2.0	1000.0
711.2566	14.944927	2.0	1000.0
698.85785	0.8840022	2.0	1000.0
591.36066	7.9489827	2.0	1000.0
563.3514	5.1770015	2.0	1000.0
190.12115	4.8649917	2.0	1000.0
168.02869	0.82900286	2.0	1000.0
250.20377	8.50396	2.0	1000.0
543.3328	12.029941	2.0	1000.0
245.16158	4.347008	2.0	1000.0
374.3396	16.065956	0.03	2.1775608803004722
267.18137	9.094029	2.0	1000.0
212.14037	8.162052	2.0	1000.0
192.07745	4.948981	0.03	2.1775608803004722
447.18915	4.819994	2.0	1000.0
292.20117	11.78305	2.0	1000.0
151.09985	7.435043	2.0	1000.0
104.02639	4.339003	2.0	1000.0
614.4518	14.93505	2.0	1000.0
339.34943	10.988941	2.0	1000.0
145.05643	6.47198	2.0	1000.0
330.2674	11.236976	2.0	1000.0
720.4996	14.4360285	2.0	1000.0
280.2121	9.561025	2.0	1000.0
522.4113	10.331042	2.0	1000.0
305.182	0.93600315	2.0	1000.0
616.45544	15.304081	2.0	1000.0
632.4983	14.648951	2.0	1000.0
752.415	14.920929	2.0	1000.0
134.07304	5.113019	2.0	1000.0
641.50726	15.333985	2.0	1000.0
665.3604	15.636108	2.0	1000.0
135.10458	3.4110088	2.0	1000.0
345.2152	6.2390122	2.0	1000.0
324.31418	11.523957	2.0	1000.0
224.10274	5.611016	0.03	2.1775608803004722
376.31845	14.332025	2.0	1000.0
248.19788	9.762021	2.0	1000.0
272.218	13.1699505	2.0	1000.0
529.7807	4.4809785	2.0	1000.0
304.2379	13.951061	2.0	1000.0
228.13515	7.039012	2.0	1000.0
756.4633	12.7719755	2.0	1000.0
504.27054	10.189954	2.0	1000.0
488.30545	14.987914	2.0	1000.0
206.09229	5.053974	2.0	1000.0
218.09442	9.139979	2.0	1000.0
1067.6381	12.809052	2.0	1000.0
353.40103	13.0449505	2.0	1000.0
534.3901	14.3969755	2.0	1000.0
299.1521	3.8809872	2.0	1000.0
264.22018	9.207021	2.0	1000.0
240.17259	8.812989	2.0	1000.0
502.29	5.6830254	2.0	1000.0
695.2622	16.233934	2.0	1000.0
504.18753	7.1459966	2.0	1000.0
335.22922	4.9189696	2.0	1000.0
394.26935	13.043955	2.0	1000.0
324.1558	10.2410345	2.0	1000.0
465.40237	15.40195	2.0	1000.0
602.43646	15.357935	2.0	1000.0
483.377	12.642059	0.03	2.1775608803004722
403.88327	5.2729707	2.0	1000.0
366.98254	0.8559958	2.0	1000.0
281.20258	9.517049	2.0	1000.0
353.18716	4.826997	2.0	1000.0
99.06768	0.94799846	2.0	1000.0
182.97902	7.603023	2.0	1000.0
366.2383	12.044953	2.0	1000.0
415.34576	6.8669605	2.0	1000.0
673.49786	13.25394	2.0	1000.0
312.22647	12.250979	2.0	1000.0
601.4227	12.30505	2.0	1000.0
450.2118	11.2329445	2.0	1000.0
452.69788	5.5480146	2.0	1000.0
366.28812	11.561027	2.0	1000.0
344.25674	12.092929	2.0	1000.0
242.11296	5.845967	2.0	1000.0
396.27798	13.384908	2.0	1000.0
240.1729	10.021976	2.0	1000.0
115.0995	4.5209966	2.0	1000.0
313.22543	8.230969	2.0	1000.0
947.61334	2.6689892	2.0	1000.0
588.306	13.065948	2.0	1000.0
227.26091	10.9330635	2.0	1000.0
154.14638	3.9470155	2.0	1000.0
283.28726	15.369046	2.0	1000.0
163.13583	6.6499696	2.0	1000.0
470.73026	5.54499	2.0	1000.0
439.35107	12.747042	2.0	1000.0
204.07208	4.0169935	2.0	1000.0
240.13438	6.489991	2.0	1000.0
323.3188	16.842886	2.0	1000.0
352.16464	9.70001	2.0	1000.0
240.11053	3.6319845	2.0	1000.0
150.96684	4.3000226	2.0	1000.0
296.23517	12.250979	2.0	1000.0
279.14764	4.753006	2.0	1000.0
527.40375	12.624021	0.03	2.1775608803004722
255.22015	10.745072	2.0	1000.0
210.10295	6.3859878	2.0	1000.0
907.54443	13.737925	2.0	1000.0
434.20505	12.300934	2.0	1000.0
137.08682	0.8330011	2.0	1000.0
292.20145	11.148958	2.0	1000.0
742.42896	13.395997	2.0	1000.0
678.45325	13.251962	2.0	1000.0
184.10956	5.8649917	2.0	1000.0
216.13583	10.620072	0.03	2.1775608803004722
902.55707	13.2949505	2.0	1000.0
594.4687	11.361974	2.0	1000.0
296.23526	12.995081	2.0	1000.0
142.09933	5.159987	2.0	1000.0
409.0747	6.8620434	2.0	1000.0
364.3084	11.782067	2.0	1000.0
297.30252	8.634985	2.0	1000.0
452.22977	5.5710278	2.0	1000.0
295.15668	7.6930532	2.0	1000.0
318.2171	11.773956	2.0	1000.0
560.4045	14.658079	2.0	1000.0
364.27264	11.187989	2.0	1000.0
329.18393	5.343013	2.0	1000.0
466.1982	15.522957	2.0	1000.0
366.23828	12.437011	2.0	1000.0
509.42838	15.3930435	2.0	1000.0
292.20132	11.789032	2.0	1000.0
630.41846	7.91896	2.0	1000.0
141.05779	3.7220159	2.0	1000.0
477.20044	4.876976	2.0	1000.0
184.14594	8.849067	2.0	1000.0
382.3053	14.987914	2.0	1000.0
678.4111	14.111943	2.0	1000.0
626.3659	10.7129345	2.0	1000.0
588.2925	7.071031	2.0	1000.0
616.46765	16.222054	2.0	1000.0
684.42847	14.359963	2.0	1000.0
674.45776	15.03806	2.0	1000.0
301.1324	8.389966	2.0	1000.0
278.2246	13.222052	2.0	1000.0
187.06282	2.8590066	2.0	1000.0
394.26965	13.416015	2.0	1000.0
447.3554	14.348043	2.0	1000.0
252.15282	3.5930114	2.0	1000.0
248.16585	11.807008	2.0	1000.0
334.21198	10.847026	2.0	1000.0
135.10498	4.344978	2.0	1000.0
143.16725	4.280022	2.0	1000.0
344.25574	11.937011	2.0	1000.0
428.3113	13.893041	2.0	1000.0
294.181	10.861981	2.0	1000.0
362.30423	13.810049	2.0	1000.0
315.30554	10.598007	2.0	1000.0
344.2562	11.674958	2.0	1000.0
393.24878	13.538057	2.0	1000.0
292.20163	9.94194	2.0	1000.0
809.8681	0.9010009	2.0	1000.0
458.29517	16.298923	2.0	1000.0
176.04732	9.948051	2.0	1000.0
208.15746	5.5869827	2.0	1000.0
198.12437	5.6489906	2.0	1000.0
226.1569	9.467972	2.0	1000.0
550.36383	12.437989	2.0	1000.0
312.2261	12.585966	2.0	1000.0
336.31454	11.494014	2.0	1000.0
282.16675	0.93600315	2.0	1000.0
366.12375	12.338984	2.0	1000.0
312.1549	8.3639965	2.0	1000.0
118.07859	10.900923	2.0	1000.0
357.3023	15.450079	2.0	1000.0
397.35297	12.561028	2.0	1000.0
368.23737	5.7439756	2.0	1000.0
794.8428	1.2449964	2.0	1000.0
419.27267	9.474071	2.0	1000.0
280.02048	10.847026	2.0	1000.0
678.4113	15.541993	2.0	1000.0
334.27188	12.762066	2.0	1000.0
141.0792	0.8450011	2.0	1000.0
674.85785	5.834977	2.0	1000.0
298.2506	12.789035	2.0	1000.0
317.1888	5.537025	2.0	1000.0
151.03748	4.5030103	2.0	1000.0
328.31107	10.520997	2.0	1000.0
234.14667	6.333988	2.0	1000.0
138.0662	4.6389995	2.0	1000.0
113.06179	0.8070046	2.0	1000.0
285.30273	12.295936	2.0	1000.0
735.5351	16.981003	2.0	1000.0
413.292	8.584972	2.0	1000.0
180.06354	1.0300004	2.0	1000.0
344.0866	9.368985	2.0	1000.0
174.02666	4.3850083	2.0	1000.0
370.30795	16.13905	2.0	1000.0
303.2922	15.598051	2.0	1000.0
462.22556	11.092942	2.0	1000.0
287.17276	3.8330061	2.0	1000.0
327.09396	4.95998	2.0	1000.0
142.09946	8.525935	2.0	1000.0
436.1867	11.321943	2.0	1000.0
336.2772	11.042977	2.0	1000.0
210.13635	5.1979985	2.0	1000.0
315.16928	6.792982	2.0	1000.0
616.46625	14.9360285	2.0	1000.0
444.30667	12.655911	0.03	2.1775608803004722
488.34537	14.55091	2.0	1000.0
861.8175	0.8800032	2.0	1000.0
190.12047	4.87998	2.0	1000.0
850.4316	13.62106	2.0	1000.0
103.09972	12.291015	2.0	1000.0
414.20416	10.7029915	2.0	1000.0
443.30945	12.907081	2.0	1000.0
272.125	4.991967	2.0	1000.0
271.15942	5.917984	2.0	1000.0
466.36642	13.923939	2.0	1000.0
436.1996	12.903947	2.0	1000.0
542.39496	16.061998	2.0	1000.0
366.23822	11.946935	2.0	1000.0
700.41077	16.551872	2.0	1000.0
697.72125	2.7239993	2.0	1000.0
683.1565	10.133968	2.0	1000.0
297.2663	10.172995	2.0	1000.0
745.51855	13.195937	2.0	1000.0
328.222	7.0209966	2.0	1000.0
252.17224	11.649941	2.0	1000.0
394.26926	12.801906	2.0	1000.0
657.5021	14.257938	2.0	1000.0
648.44244	13.791993	2.0	1000.0
218.09209	7.0380316	2.0	1000.0
173.17754	7.019029	2.0	1000.0
317.30737	13.441928	2.0	1000.0
277.24	9.183056	2.0	1000.0
566.3225	13.493051	2.0	1000.0
359.20703	5.7990093	2.0	1000.0
410.1751	15.206046	2.0	1000.0
392.20197	4.1770015	2.0	1000.0
402.23853	5.2709966	2.0	1000.0
428.31158	13.748038	2.0	1000.0
250.15453	8.089045	2.0	1000.0
228.17282	8.899953	2.0	1000.0
134.09444	3.4329898	2.0	1000.0
414.2046	11.055037	2.0	1000.0
268.13187	11.503945	2.0	1000.0
569.4598	13.155906	2.0	1000.0
284.10275	7.427982	2.0	1000.0
758.2787	8.491978	2.0	1000.0
482.12503	8.291993	2.0	1000.0
231.14056	0.8940045	2.0	1000.0
256.1286	6.2639775	2.0	1000.0
592.46924	15.106957	2.0	1000.0
212.14087	7.521977	2.0	1000.0
310.1523	4.1550217	2.0	1000.0
268.23978	13.018039	2.0	1000.0
495.413	14.820923	2.0	1000.0
266.07764	11.194962	2.0	1000.0
438.31104	15.58596	2.0	1000.0
216.1732	8.410963	2.0	1000.0
275.11084	5.4640255	2.0	1000.0
290.02145	7.3259773	2.0	1000.0
186.08846	4.3959966	2.0	1000.0
775.4656	13.792975	2.0	1000.0
533.38995	10.815953	2.0	1000.0
214.12167	10.363953	2.0	1000.0
118.07817	3.4129906	2.0	1000.0
303.29224	12.951053	2.0	1000.0
681.8062	1.1550035	2.0	1000.0
414.20425	11.425945	2.0	1000.0
328.22485	10.850056	2.0	1000.0
606.38416	15.336939	2.0	1000.0
319.25168	10.637037	2.0	1000.0
465.26797	16.18404	2.0	1000.0
421.2299	6.336975	0.03	2.1775608803004722
720.4992	14.715925	2.0	1000.0
530.3793	14.316926	2.0	1000.0
126.06945	5.2159963	0.03	2.1775608803004722
246.07938	6.0849767	2.0	1000.0
318.21716	12.3829565	2.0	1000.0
194.09096	6.292983	2.0	1000.0
268.20392	11.136061	2.0	1000.0
664.5226	16.140032	2.0	1000.0
287.15128	10.288048	2.0	1000.0
1083.6488	13.6319475	2.0	1000.0
380.14954	5.9270015	2.0	1000.0
629.472	13.151966	2.0	1000.0
468.29013	9.774948	2.0	1000.0
152.09486	1.0689975	2.0	1000.0
215.18832	7.6100454	2.0	1000.0
262.15475	10.672988	2.0	1000.0
428.36484	15.919946	2.0	1000.0
685.5326	15.309057	2.0	1000.0
468.38138	15.024932	2.0	1000.0
654.37964	13.441928	2.0	1000.0
720.49963	16.892029	2.0	1000.0
635.5842	14.309055	2.0	1000.0
666.5262	12.348026	2.0	1000.0
475.2437	8.580033	2.0	1000.0
382.1125	11.801919	2.0	1000.0
334.20972	12.326047	2.0	1000.0
477.4018	13.689951	2.0	1000.0
184.12234	0.9289936	2.0	1000.0
290.18604	12.1099825	2.0	1000.0
121.01244	7.3200197	2.0	1000.0
518.3946	16.087921	2.0	1000.0
268.20264	12.310048	2.0	1000.0
346.16364	6.2060356	2.0	1000.0
481.78793	10.999021	2.0	1000.0
94.07723	5.22403	2.0	1000.0
229.24013	9.9269495	2.0	1000.0
726.26135	14.133918	2.0	1000.0
687.5133	13.587925	0.03	2.1775608803004722
182.14229	4.9189696	2.0	1000.0
424.3024	8.24902	2.0	1000.0
240.2089	12.418955	2.0	1000.0
361.2157	5.917984	2.0	1000.0
204.13634	5.576985	2.0	1000.0
607.73474	5.835999	2.0	1000.0
611.36676	11.04003	2.0	1000.0
295.14532	5.381019	2.0	1000.0
290.24606	12.588982	2.0	1000.0
256.13678	3.5050044	2.0	1000.0
1039.6227	13.647958	2.0	1000.0
158.08443	3.300015	2.0	1000.0
332.19653	12.3710575	2.0	1000.0
276.22968	11.660026	2.0	1000.0
308.21396	6.596979	2.0	1000.0
585.44556	13.173944	2.0	1000.0
645.24854	15.138065	2.0	1000.0
839.5585	12.720067	2.0	1000.0
254.22444	13.022959	2.0	1000.0
285.00507	6.1640043	2.0	1000.0
296.1248	9.285978	2.0	1000.0
233.21407	9.670945	2.0	1000.0
344.2566	11.742036	2.0	1000.0
280.16458	9.865042	0.03	2.1775608803004722
189.11676	7.9260173	2.0	1000.0
371.3407	12.648954	2.0	1000.0
529.7806	4.8249745	2.0	1000.0
486.3527	14.110948	2.0	1000.0
643.4833	16.34907	2.0	1000.0
426.3313	14.984959	2.0	1000.0
240.17302	10.025927	2.0	1000.0
500.23206	4.9750075	2.0	1000.0
715.54364	14.719109	2.0	1000.0
668.48755	16.400932	2.0	1000.0
148.01608	13.13707	2.0	1000.0
319.2865	11.482944	2.0	1000.0
167.0971	5.110016	2.0	1000.0
272.16156	8.25098	2.0	1000.0
282.25552	14.422953	0.03	2.1775608803004722
667.611	14.692968	2.0	1000.0
203.13116	10.626965	2.0	1000.0
569.4497	13.8609495	2.0	1000.0
673.80365	1.1879942	2.0	1000.0
296.23532	13.195937	2.0	1000.0
334.21204	13.875	2.0	1000.0
168.07782	4.308994	2.0	1000.0
706.4699	13.975065	2.0	1000.0
212.10222	4.8669677	2.0	1000.0
204.11494	10.128951	2.0	1000.0
112.05248	10.470036	2.0	1000.0
252.18355	6.684025	2.0	1000.0
268.20422	12.733924	2.0	1000.0
257.1111	7.3180504	2.0	1000.0
389.29126	13.51503	2.0	1000.0
318.2784	13.451057	2.0	1000.0
278.07925	5.7299848	2.0	1000.0
212.10228	6.870048	2.0	1000.0
205.1829	7.8420277	2.0	1000.0
170.09447	5.3409977	2.0	1000.0
875.5234	11.011059	2.0	1000.0
334.2717	12.542976	2.0	1000.0
692.46967	13.061028	2.0	1000.0
254.18806	10.289027	2.0	1000.0
430.34485	16.532114	2.0	1000.0
549.6206	15.250978	2.0	1000.0
498.25818	6.700982	2.0	1000.0
350.29364	10.493019	2.0	1000.0
394.2696	13.112931	2.0	1000.0
269.30786	10.78805	2.0	1000.0
306.2166	12.041993	2.0	1000.0
530.2499	16.08596	2.0	1000.0
332.19632	10.363953	2.0	1000.0
298.1802	10.370071	2.0	1000.0
326.1365	11.198073	2.0	1000.0
328.1967	14.112922	2.0	1000.0
292.20193	11.515012	2.0	1000.0
239.04193	9.969048	2.0	1000.0
713.69354	2.7010078	2.0	1000.0
350.20663	13.229003	2.0	1000.0
446.33975	15.613892	2.0	1000.0
178.05695	5.4699764	2.0	1000.0
270.18167	9.413045	2.0	1000.0
150.06586	4.1910086	2.0	1000.0
103.09975	11.789032	2.0	1000.0
457.41302	13.095072	2.0	1000.0
605.32294	5.2729707	2.0	1000.0
947.6138	1.2429993	2.0	1000.0
287.1729	5.288013	2.0	1000.0
192.18546	8.62598	2.0	1000.0
252.10162	6.948979	2.0	1000.0
336.2337	9.187011	2.0	1000.0
159.12544	4.6520023	2.0	1000.0
358.26425	12.048956	2.0	1000.0
362.30356	13.810049	2.0	1000.0
339.18466	12.332024	2.0	1000.0
208.1576	5.892024	2.0	1000.0
340.17303	3.9189756	2.0	1000.0
324.26624	13.541993	2.0	1000.0
263.22412	7.9819794	2.0	1000.0
198.12631	7.6140127	2.0	1000.0
316.11963	3.4890115	2.0	1000.0
118.04215	11.645017	2.0	1000.0
566.82385	12.788055	2.0	1000.0
418.12714	6.281986	2.0	1000.0
878.463	13.961942	2.0	1000.0
315.2045	5.8249707	2.0	1000.0
358.22772	8.246039	0.03	2.1775608803004722
546.3908	14.106959	2.0	1000.0
718.4847	15.012086	2.0	1000.0
294.22998	9.185045	2.0	1000.0
166.06306	4.3189883	2.0	1000.0
373.24652	6.6179776	2.0	1000.0
451.1857	9.527008	2.0	1000.0
148.01595	9.948051	2.0	1000.0
304.23804	14.308074	2.0	1000.0
736.49384	12.999021	2.0	1000.0
329.2716	16.887062	2.0	1000.0
404.12872	6.7390122	2.0	1000.0
778.8482	2.6839952	2.0	1000.0
609.5776	14.2789345	2.0	1000.0
186.08878	5.0190234	2.0	1000.0
413.36288	15.665031	2.0	1000.0
219.19835	10.522961	2.0	1000.0
718.47473	15.049924	2.0	1000.0
571.4298	12.608924	0.03	2.1775608803004722
704.44086	16.330053	2.0	1000.0
279.25586	9.270997	2.0	1000.0
413.1473	6.1979985	2.0	1000.0
160.1099	5.1639934	2.0	1000.0
348.31406	12.4150305	2.0	1000.0
278.0344	10.169959	2.0	1000.0
767.52466	14.8139715	2.0	1000.0
212.14084	6.811022	2.0	1000.0
387.3376	11.445959	2.0	1000.0
458.32187	13.229003	2.0	1000.0
530.3163	15.58596	2.0	1000.0
336.22775	13.685049	2.0	1000.0
254.18834	11.937989	2.0	1000.0
544.8108	12.810049	2.0	1000.0
266.26065	14.651955	2.0	1000.0
317.1891	5.672035	2.0	1000.0
493.55804	14.1889715	2.0	1000.0
240.1725	9.400929	2.0	1000.0
284.0929	4.1440196	2.0	1000.0
222.17294	6.8720174	2.0	1000.0
465.3066	7.6320305	2.0	1000.0
398.30066	14.336941	2.0	1000.0
148.01585	13.217916	2.0	1000.0
441.3756	12.737935	2.0	1000.0
472.338	13.692976	2.0	1000.0
220.14603	12.273955	2.0	1000.0
320.23245	12.208007	2.0	1000.0
373.37036	16.323126	0.03	2.1775608803004722
494.18546	7.337955	2.0	1000.0
176.14186	6.6860213	2.0	1000.0
318.21713	13.354003	2.0	1000.0
292.09985	9.459971	0.03	2.1775608803004722
242.1263	4.5040054	2.0	1000.0
261.2294	6.5470467	2.0	1000.0
442.97913	0.8519967	2.0	1000.0
506.3253	13.5120735	2.0	1000.0
156.0788	3.7709963	2.0	1000.0
530.213	11.092942	2.0	1000.0
188.14178	8.705034	2.0	1000.0
343.2205	12.92906	2.0	1000.0
341.36493	11.125979	2.0	1000.0
358.30832	15.508906	2.0	1000.0
146.0727	7.3149576	2.0	1000.0
332.2534	9.827001	2.0	1000.0
197.17766	8.981974	2.0	1000.0
362.20908	7.297054	2.0	1000.0
345.00168	1.027001	2.0	1000.0
170.09454	4.8520274	2.0	1000.0
212.14127	8.195013	2.0	1000.0
370.15518	14.923931	2.0	1000.0
58.04234	9.409994	2.0	1000.0
142.0995	5.5720167	2.0	1000.0
277.24033	10.583985	2.0	1000.0
562.42114	15.161038	2.0	1000.0
98.07308	4.520014	2.0	1000.0
560.4048	14.596068	2.0	1000.0
254.22441	13.569938	2.0	1000.0
172.14626	9.405964	2.0	1000.0
541.41925	13.193958	0.03	2.1775608803004722
165.1151	2.9489841	2.0	1000.0
140.05858	0.8219979	2.0	1000.0
162.06783	8.169969	2.0	1000.0
274.13925	4.20899	2.0	1000.0
722.47974	13.102041	2.0	1000.0
330.24002	10.145997	2.0	1000.0
280.215	9.346	2.0	1000.0
520.41266	15.96691	2.0	1000.0
199.15944	7.785949	2.0	1000.0
442.29065	13.350064	2.0	1000.0
289.2606	8.054984	2.0	1000.0
315.2043	5.8020015	2.0	1000.0
228.1119	0.8229985	2.0	1000.0
204.13583	5.574971	2.0	1000.0
308.19653	12.138037	2.0	1000.0
132.02475	1.0450044	2.0	1000.0
292.2009	10.681995	2.0	1000.0
532.193	14.187011	2.0	1000.0
434.33624	14.109965	2.0	1000.0
344.10452	11.199051	2.0	1000.0
240.20876	12.65806	2.0	1000.0
198.12537	5.8600273	2.0	1000.0
300.1679	13.257947	2.0	1000.0
136.12492	5.6530113	2.0	1000.0
234.14781	5.2910113	2.0	1000.0
353.32938	14.485945	2.0	1000.0
270.1446	6.079027	2.0	1000.0
364.30875	11.609987	2.0	1000.0
504.32672	9.018026	2.0	1000.0
162.02757	3.4899921	2.0	1000.0
187.0631	2.8489993	2.0	1000.0
172.10889	7.374019	2.0	1000.0
612.25964	4.5949774	2.0	1000.0
610.31116	8.073986	2.0	1000.0
430.34406	15.790031	2.0	1000.0
405.31958	14.113903	2.0	1000.0
319.23523	4.782979	2.0	1000.0
436.186	12.033052	2.0	1000.0
472.1877	5.2729707	2.0	1000.0
674.41547	14.457025	2.0	1000.0
320.2229	13.096055	2.0	1000.0
336.15588	12.0849695	2.0	1000.0
1088.6044	13.660046	2.0	1000.0
610.3591	14.918954	2.0	1000.0
141.99405	1.1170031	2.0	1000.0
490.15308	6.684025	2.0	1000.0
731.5395	13.562011	0.03	2.1775608803004722
701.52875	13.974087	2.0	1000.0
398.35086	12.175936	0.03	2.1775608803004722
128.08365	4.6009946	2.0	1000.0
254.18817	12.316932	2.0	1000.0
280.24	13.1800585	2.0	1000.0
624.4556	16.58203	2.0	1000.0
176.06293	1.1290023	2.0	1000.0
359.96057	0.92800295	2.0	1000.0
328.1468	12.645018	2.0	1000.0
111.10444	0.8349982	2.0	1000.0
151.0396	4.4980216	2.0	1000.0
436.18665	11.056021	2.0	1000.0
307.17905	6.952949	2.0	1000.0
462.29575	13.522958	2.0	1000.0
720.4887	14.053089	2.0	1000.0
477.20004	4.5340147	2.0	1000.0
315.20425	5.695005	2.0	1000.0
128.08374	5.7339687	2.0	1000.0
356.34393	11.89796	2.0	1000.0
784.58276	11.491053	2.0	1000.0
405.1594	5.601009	2.0	1000.0
295.27026	9.996049	2.0	1000.0
322.2613	9.847012	2.0	1000.0
637.0918	0.8460017	2.0	1000.0
339.3494	10.746052	2.0	1000.0
560.4044	14.383915	2.0	1000.0
329.16092	5.753984	2.0	1000.0
673.4975	13.126963	2.0	1000.0
234.12576	10.642054	2.0	1000.0
426.29654	14.113903	2.0	1000.0
588.8371	12.766076	2.0	1000.0
200.16031	8.944997	2.0	1000.0
393.34445	13.395997	2.0	1000.0
146.07277	6.9870434	2.0	1000.0
277.20428	10.270017	2.0	1000.0
297.33926	13.000979	2.0	1000.0
343.305	12.704065	2.0	1000.0
254.22453	13.451057	2.0	1000.0
676.4617	14.344107	2.0	1000.0
564.34686	12.788055	2.0	1000.0
908.6397	15.496065	2.0	1000.0
254.18823	9.743992	2.0	1000.0
318.27823	13.761093	2.0	1000.0
646.4659	15.332025	2.0	1000.0
320.28375	11.370075	2.0	1000.0
332.1962	10.54701	2.0	1000.0
704.44104	15.988901	2.0	1000.0
236.18848	7.7360344	2.0	1000.0
242.15094	9.097984	2.0	1000.0
268.20404	11.719076	2.0	1000.0
197.18665	5.768004	2.0	1000.0
692.46857	13.768041	2.0	1000.0
518.18097	8.477036	2.0	1000.0
200.0814	6.0869775	2.0	1000.0
390.27725	16.0	2.0	1000.0
189.07845	7.3180504	2.0	1000.0
656.2133	0.8450011	2.0	1000.0
821.8547	0.9240047	2.0	1000.0
156.07768	5.3409977	2.0	1000.0
660.2924	14.117061	2.0	1000.0
436.18607	10.702013	2.0	1000.0
310.21283	9.916015	2.0	1000.0
1072.5935	12.810049	2.0	1000.0
121.08914	2.6820061	2.0	1000.0
1037.7427	14.544948	2.0	1000.0
246.2209	12.193968	2.0	1000.0
534.3907	15.016082	2.0	1000.0
310.1526	5.503988	2.0	1000.0
244.06981	0.8259961	2.0	1000.0
193.10982	0.8569964	2.0	1000.0
276.16986	10.914029	2.0	1000.0
308.196	11.181022	2.0	1000.0
230.16318	0.7999965	2.0	1000.0
238.1678	5.821028	2.0	1000.0
226.16786	5.7229795	2.0	1000.0
530.37885	14.050914	2.0	1000.0
972.6931	14.45407	2.0	1000.0
426.38458	13.258925	2.0	1000.0
149.10532	1.0459977	2.0	1000.0
632.4484	14.371062	2.0	1000.0
280.1855	5.2250123	2.0	1000.0
544.2801	13.0800495	2.0	1000.0
1111.6643	12.787072	2.0	1000.0
72.0578	4.35302	2.0	1000.0
185.21387	8.407989	2.0	1000.0
175.06825	7.3210316	2.0	1000.0
214.0091	1.0939958	2.0	1000.0
110.10958	11.115065	2.0	1000.0
750.51013	14.209969	2.0	1000.0
322.2476	12.632954	2.0	1000.0
246.21182	8.813975	2.0	1000.0
287.28052	9.889992	2.0	1000.0
262.11984	7.2580404	2.0	1000.0
768.84143	0.8779972	2.0	1000.0
679.6105	14.455051	2.0	1000.0
352.0261	0.80300194	2.0	1000.0
128.0626	7.319031	2.0	1000.0
280.07117	9.561025	2.0	1000.0
331.19873	5.273995	2.0	1000.0
248.16309	7.6599627	2.0	1000.0
562.3796	10.57799	2.0	1000.0
345.2148	5.3390236	2.0	1000.0
800.48914	12.746058	2.0	1000.0
181.18275	5.5349817	2.0	1000.0
380.25464	11.199051	2.0	1000.0
223.12146	0.8460017	2.0	1000.0
58.0424	1.1359929	2.0	1000.0
486.3532	13.998038	2.0	1000.0
447.2965	7.6320305	2.0	1000.0
651.5797	14.099088	2.0	1000.0
673.8032	0.92800295	2.0	1000.0
650.1328	10.599076	2.0	1000.0
437.37164	14.172954	2.0	1000.0
300.28116	10.040029	2.0	1000.0
545.3762	7.210987	2.0	1000.0
86.03692	8.547043	2.0	1000.0
336.2276	13.581045	2.0	1000.0
489.19962	7.670957	2.0	1000.0
390.2786	9.620068	2.0	1000.0
542.33307	12.809052	2.0	1000.0
364.16327	5.719976	2.0	1000.0
319.19934	5.3570004	2.0	1000.0
868.4736	13.752956	2.0	1000.0
270.21936	11.881965	2.0	1000.0
375.31165	13.615095	2.0	1000.0
537.2525	8.727037	2.0	1000.0
287.17294	4.274011	2.0	1000.0
112.08845	4.264006	2.0	1000.0
623.4245	12.291993	2.0	1000.0
326.07028	12.335967	2.0	1000.0
394.2691	13.54495	2.0	1000.0
232.97435	6.455019	2.0	1000.0
246.1821	9.91996	2.0	1000.0
508.23108	10.06694	2.0	1000.0
588.42163	14.384897	2.0	1000.0
419.25168	7.7370453	2.0	1000.0
370.09387	13.0929165	2.0	1000.0
338.14175	8.038037	2.0	1000.0
282.21976	12.309051	2.0	1000.0
306.2034	6.9030232	2.0	1000.0
640.47406	13.973041	2.0	1000.0
330.2769	14.493059	2.0	1000.0
161.09952	3.7380128	2.0	1000.0
632.4947	15.024932	2.0	1000.0
375.31125	13.673941	2.0	1000.0
174.12576	6.2150254	2.0	1000.0
413.2926	10.0190325	2.0	1000.0
594.4954	15.566924	2.0	1000.0
291.20392	4.2979918	2.0	1000.0
344.16028	11.14796	2.0	1000.0
194.0956	4.2900167	2.0	1000.0
316.0478	6.160965	2.0	1000.0
226.19327	12.413055	2.0	1000.0
258.14407	4.9980245	2.0	1000.0
475.28046	6.7050214	2.0	1000.0
980.6615	13.57802	2.0	1000.0
122.10655	8.7629795	2.0	1000.0
429.3816	12.479003	2.0	1000.0
210.0832	4.4090166	2.0	1000.0
241.13106	4.1450133	2.0	1000.0
355.27036	9.853024	2.0	1000.0
808.43646	12.858924	2.0	1000.0
611.497	15.304081	2.0	1000.0
648.34247	13.836942	2.0	1000.0
414.20422	11.059048	2.0	1000.0
366.238	12.253943	2.0	1000.0
282.25555	12.637064	2.0	1000.0
245.11787	8.4489975	2.0	1000.0
479.30264	12.756956	2.0	1000.0
190.1207	8.08202	2.0	1000.0
170.13087	8.0039625	2.0	1000.0
469.36087	11.891073	2.0	1000.0
615.4556	12.588982	0.03	2.1775608803004722
392.31406	13.3839245	2.0	1000.0
